DATE[day/month/year hour:min],t[days],JDfrom0,JD,Qsup_tot[m3/s],Qsub_tot[m3/s],Etot[kg/ha],EOCtot[kg/ha]
1/1/2002  1:00,0.041667,731217.041667,0.041667,0.000000,0.066037,0.000000,0.000000
1/1/2002  2:00,0.083333,731217.083333,0.083333,0.000266,0.073053,0.000000,0.000000
1/1/2002  3:00,0.125000,731217.125000,0.125000,0.000295,0.077235,0.000000,0.000000
1/1/2002  4:00,0.166667,731217.166667,0.166667,0.000312,0.079714,0.000000,0.000000
1/1/2002  5:00,0.208333,731217.208333,0.208333,0.000325,0.081179,0.000000,0.000000
1/1/2002  6:00,0.250000,731217.250000,0.250000,0.000335,0.082043,0.000000,0.000000
1/1/2002  7:00,0.291667,731217.291667,0.291667,0.000345,0.082552,0.000000,0.000000
1/1/2002  8:00,0.333333,731217.333333,0.333333,0.000357,0.082850,0.000000,0.000000
1/1/2002  9:00,0.375000,731217.375000,0.375000,0.000371,0.083025,0.000000,0.000000
1/1/2002 10:00,0.416667,731217.416667,0.416667,0.000388,0.083126,0.000000,0.000000
1/1/2002 11:00,0.458333,731217.458333,0.458333,0.000408,0.083183,0.000000,0.000000
1/1/2002 12:00,0.500000,731217.500000,0.500000,0.000431,0.083215,0.000000,0.000000
1/1/2002 13:00,0.541667,731217.541667,0.541667,0.000457,0.083232,0.000000,0.000000
1/1/2002 14:00,0.583333,731217.583333,0.583333,0.000485,0.083240,0.000000,0.000000
1/1/2002 15:00,0.625000,731217.625000,0.625000,0.000516,0.083243,0.000000,0.000000
1/1/2002 16:00,0.666667,731217.666667,0.666667,0.000548,0.083242,0.000000,0.000000
1/1/2002 17:00,0.708333,731217.708333,0.708333,0.000581,0.083240,0.000000,0.000000
1/1/2002 18:00,0.750000,731217.750000,0.750000,0.000614,0.083236,0.000000,0.000000
1/1/2002 19:00,0.791667,731217.791667,0.791667,0.000647,0.083232,0.000000,0.000000
1/1/2002 20:00,0.833333,731217.833333,0.833333,0.000680,0.083228,0.000000,0.000000
1/1/2002 21:00,0.875000,731217.875000,0.875000,0.000712,0.083223,0.000000,0.000000
1/1/2002 22:00,0.916667,731217.916667,0.916667,0.000743,0.083218,0.000000,0.000000
1/1/2002 23:00,0.958333,731217.958333,0.958333,0.000773,0.083213,0.000000,0.000000
2/1/2002  0:00,1.000000,731218.000000,1.000000,0.000802,0.083207,0.000000,0.000000
2/1/2002  1:00,1.041667,731218.041667,1.041667,0.000829,0.083202,0.000000,0.000000
2/1/2002  2:00,1.083333,731218.083333,1.083333,0.000857,0.083197,0.000000,0.000000
2/1/2002  3:00,1.125000,731218.125000,1.125000,0.000986,0.083192,0.000000,0.000000
2/1/2002  4:00,1.166667,731218.166667,1.166667,0.000811,0.083186,0.000000,0.000000
2/1/2002  5:00,1.208333,731218.208333,1.208333,0.001431,0.083181,0.000000,0.000000
2/1/2002  6:00,1.250000,731218.250000,1.250000,0.000496,0.083176,0.000000,0.000000
2/1/2002  7:00,1.291667,731218.291667,1.291667,0.001850,0.083172,0.000000,0.000000
2/1/2002  8:00,1.333333,731218.333333,1.333333,0.000462,0.083173,0.000000,0.000000
2/1/2002  9:00,1.375000,731218.375000,1.375000,0.001938,0.083176,0.000000,0.000000
2/1/2002 10:00,1.416667,731218.416667,1.416667,0.000996,0.083182,0.000000,0.000000
2/1/2002 11:00,1.458333,731218.458333,1.458333,0.001846,0.083185,0.000000,0.000000
2/1/2002 12:00,1.500000,731218.500000,1.500000,0.002287,0.083186,0.000000,0.000000
2/1/2002 13:00,1.541667,731218.541667,1.541667,0.002633,0.083186,0.000000,0.000000
2/1/2002 14:00,1.583333,731218.583333,1.583333,0.002865,0.083190,0.000000,0.000000
2/1/2002 15:00,1.625000,731218.625000,1.625000,0.003449,0.083194,0.000000,0.000000
2/1/2002 16:00,1.666667,731218.666667,1.666667,0.003836,0.083209,0.000000,0.000000
2/1/2002 17:00,1.708333,731218.708333,1.708333,0.004194,0.083221,0.000000,0.000000
2/1/2002 18:00,1.750000,731218.750000,1.750000,0.004393,0.083253,0.000000,0.000000
2/1/2002 19:00,1.791667,731218.791667,1.791667,0.005218,0.083256,0.000000,0.000000
2/1/2002 20:00,1.833333,731218.833333,1.833333,0.005358,0.083316,0.000000,0.000000
2/1/2002 21:00,1.875000,731218.875000,1.875000,0.005195,0.083301,0.000000,0.000000
2/1/2002 22:00,1.916667,731218.916667,1.916667,0.005015,0.083268,0.000000,0.000000
2/1/2002 23:00,1.958333,731218.958333,1.958333,0.007489,0.083282,0.000000,0.000001
3/1/2002  0:00,2.000000,731219.000000,2.000000,0.005497,0.083297,0.000000,0.000001
3/1/2002  1:00,2.041667,731219.041667,2.041667,0.007499,0.083321,0.000000,0.000002
3/1/2002  2:00,2.083333,731219.083333,2.083333,0.007599,0.083367,0.000000,0.000001
3/1/2002  3:00,2.125000,731219.125000,2.125000,0.007410,0.083385,0.000000,0.000001
3/1/2002  4:00,2.166667,731219.166667,2.166667,0.008021,0.083428,0.000000,0.000002
3/1/2002  5:00,2.208333,731219.208333,2.208333,0.008311,0.083451,0.000000,0.000003
3/1/2002  6:00,2.250000,731219.250000,2.250000,0.008695,0.083492,0.000000,0.000003
3/1/2002  7:00,2.291667,731219.291667,2.291667,0.009129,0.083514,0.000000,0.000003
3/1/2002  8:00,2.333333,731219.333333,2.333333,0.009383,0.083529,0.000000,0.000005
3/1/2002  9:00,2.375000,731219.375000,2.375000,0.009971,0.083546,0.000000,0.000007
3/1/2002 10:00,2.416667,731219.416667,2.416667,0.010910,0.083557,0.000000,0.000007
3/1/2002 11:00,2.458333,731219.458333,2.458333,0.011719,0.083564,0.000000,0.000007
3/1/2002 12:00,2.500000,731219.500000,2.500000,0.012294,0.083575,0.000000,0.000008
3/1/2002 13:00,2.541667,731219.541667,2.541667,0.012973,0.083590,0.000000,0.000011
3/1/2002 14:00,2.583333,731219.583333,2.583333,0.014000,0.083607,0.000000,0.000015
3/1/2002 15:00,2.625000,731219.625000,2.625000,0.015194,0.083620,0.000000,0.000017
3/1/2002 16:00,2.666667,731219.666667,2.666667,0.016544,0.083635,0.000000,0.000026
3/1/2002 17:00,2.708333,731219.708333,2.708333,0.017724,0.083651,0.000000,0.000022
3/1/2002 18:00,2.750000,731219.750000,2.750000,0.018974,0.083676,0.000000,0.000038
3/1/2002 19:00,2.791667,731219.791667,2.791667,0.020541,0.083707,0.000000,0.000040
3/1/2002 20:00,2.833333,731219.833333,2.833333,0.021502,0.083742,0.000000,0.000036
3/1/2002 21:00,2.875000,731219.875000,2.875000,0.021837,0.083789,0.000000,0.000039
3/1/2002 22:00,2.916667,731219.916667,2.916667,0.022336,0.083834,0.000000,0.000050
3/1/2002 23:00,2.958333,731219.958333,2.958333,0.023145,0.083870,0.000000,0.000056
4/1/2002  0:00,3.000000,731220.000000,3.000000,0.024277,0.083900,0.000000,0.000077
4/1/2002  1:00,3.041667,731220.041667,3.041667,0.025293,0.083932,0.000000,0.000078
4/1/2002  2:00,3.083333,731220.083333,3.083333,0.025423,0.083961,0.000000,0.000073
4/1/2002  3:00,3.125000,731220.125000,3.125000,0.024917,0.083986,0.000000,0.000066
4/1/2002  4:00,3.166667,731220.166667,3.166667,0.024681,0.084014,0.000000,0.000080
4/1/2002  5:00,3.208333,731220.208333,3.208333,0.025252,0.084041,0.000000,0.000091
4/1/2002  6:00,3.250000,731220.250000,3.250000,0.025677,0.084071,0.000000,0.000077
4/1/2002  7:00,3.291667,731220.291667,3.291667,0.025740,0.084100,0.000000,0.000086
4/1/2002  8:00,3.333333,731220.333333,3.333333,0.025849,0.084127,0.000000,0.000082
4/1/2002  9:00,3.375000,731220.375000,3.375000,0.025915,0.084149,0.000000,0.000084
4/1/2002 10:00,3.416667,731220.416667,3.416667,0.026064,0.084169,0.000000,0.000087
4/1/2002 11:00,3.458333,731220.458333,3.458333,0.026273,0.084193,0.000000,0.000089
4/1/2002 12:00,3.500000,731220.500000,3.500000,0.026494,0.084219,0.000000,0.000093
4/1/2002 13:00,3.541667,731220.541667,3.541667,0.026704,0.084246,0.000000,0.000097
4/1/2002 14:00,3.583333,731220.583333,3.583333,0.026905,0.084272,0.000000,0.000101
4/1/2002 15:00,3.625000,731220.625000,3.625000,0.027428,0.084297,0.000001,0.000124
4/1/2002 16:00,3.666667,731220.666667,3.666667,0.029083,0.084327,0.000001,0.000189
4/1/2002 17:00,3.708333,731220.708333,3.708333,0.031931,0.084361,0.000001,0.000265
4/1/2002 18:00,3.750000,731220.750000,3.750000,0.033821,0.084383,0.000002,0.000277
4/1/2002 19:00,3.791667,731220.791667,3.791667,0.038108,0.084457,0.000005,0.000413
4/1/2002 20:00,3.833333,731220.833333,3.833333,0.044795,0.084549,0.000014,0.000720
4/1/2002 21:00,3.875000,731220.875000,3.875000,0.052659,0.084607,0.000059,0.001419
4/1/2002 22:00,3.916667,731220.916667,3.916667,0.056193,0.084656,0.000158,0.000824
4/1/2002 23:00,3.958333,731220.958333,3.958333,0.060391,0.084624,0.000272,0.000650
5/1/2002  0:00,4.000000,731221.000000,4.000000,0.062902,0.084653,0.000343,0.000599
5/1/2002  1:00,4.041667,731221.041667,4.041667,0.063758,0.084685,0.000346,0.000592
5/1/2002  2:00,4.083333,731221.083333,4.083333,0.064251,0.084725,0.000321,0.000588
5/1/2002  3:00,4.125000,731221.125000,4.125000,0.064653,0.084765,0.000306,0.000588
5/1/2002  4:00,4.166667,731221.166667,4.166667,0.064777,0.084809,0.000317,0.000591
5/1/2002  5:00,4.208333,731221.208333,4.208333,0.064841,0.084853,0.000348,0.000595
5/1/2002  6:00,4.250000,731221.250000,4.250000,0.065363,0.084907,0.000391,0.000600
5/1/2002  7:00,4.291667,731221.291667,4.291667,0.067338,0.084969,0.000441,0.000607
5/1/2002  8:00,4.333333,731221.333333,4.333333,0.072462,0.085026,0.000506,0.000614
5/1/2002  9:00,4.375000,731221.375000,4.375000,0.081139,0.085078,0.000588,0.000621
5/1/2002 10:00,4.416667,731221.416667,4.416667,0.089449,0.085146,0.000657,0.000629
5/1/2002 11:00,4.458333,731221.458333,4.458333,0.094848,0.085213,0.000692,0.000684
5/1/2002 12:00,4.500000,731221.500000,4.500000,0.097674,0.085284,0.000697,0.000656
5/1/2002 13:00,4.541667,731221.541667,4.541667,0.099620,0.085355,0.000677,0.000663
5/1/2002 14:00,4.583333,731221.583333,4.583333,0.101825,0.085423,0.000633,0.000669
5/1/2002 15:00,4.625000,731221.625000,4.625000,0.104667,0.085493,0.000570,0.000676
5/1/2002 16:00,4.666667,731221.666667,4.666667,0.107867,0.085551,0.000496,0.000682
5/1/2002 17:00,4.708333,731221.708333,4.708333,0.111087,0.085599,0.000423,0.000688
5/1/2002 18:00,4.750000,731221.750000,4.750000,0.114060,0.085643,0.000362,0.000694
5/1/2002 19:00,4.791667,731221.791667,4.791667,0.116657,0.085683,0.000319,0.000700
5/1/2002 20:00,4.833333,731221.833333,4.833333,0.118828,0.085726,0.000297,0.000705
5/1/2002 21:00,4.875000,731221.875000,4.875000,0.120565,0.085761,0.000293,0.000710
5/1/2002 22:00,4.916667,731221.916667,4.916667,0.121945,0.085795,0.000301,0.000715
5/1/2002 23:00,4.958333,731221.958333,4.958333,0.123114,0.085826,0.000313,0.000720
6/1/2002  0:00,5.000000,731222.000000,5.000000,0.124830,0.085855,0.000328,0.000779
6/1/2002  1:00,5.041667,731222.041667,5.041667,0.126220,0.085878,0.000340,0.000743
6/1/2002  2:00,5.083333,731222.083333,5.083333,0.127097,0.085897,0.000340,0.000748
6/1/2002  3:00,5.125000,731222.125000,5.125000,0.127896,0.085915,0.000329,0.000752
6/1/2002  4:00,5.166667,731222.166667,5.166667,0.128503,0.085936,0.000309,0.000757
6/1/2002  5:00,5.208333,731222.208333,5.208333,0.128914,0.085958,0.000287,0.000762
6/1/2002  6:00,5.250000,731222.250000,5.250000,0.129958,0.085984,0.000266,0.000825
6/1/2002  7:00,5.291667,731222.291667,5.291667,0.130721,0.086008,0.000246,0.000786
6/1/2002  8:00,5.333333,731222.333333,5.333333,0.130882,0.086028,0.000219,0.000791
6/1/2002  9:00,5.375000,731222.375000,5.375000,0.130901,0.086045,0.000188,0.000796
6/1/2002 10:00,5.416667,731222.416667,5.416667,0.130721,0.086066,0.000158,0.000801
6/1/2002 11:00,5.458333,731222.458333,5.458333,0.130426,0.086088,0.000133,0.000807
6/1/2002 12:00,5.500000,731222.500000,5.500000,0.130256,0.086110,0.000113,0.000812
6/1/2002 13:00,5.541667,731222.541667,5.541667,0.130266,0.086130,0.000096,0.000818
6/1/2002 14:00,5.583333,731222.583333,5.583333,0.130393,0.086148,0.000081,0.000824
6/1/2002 15:00,5.625000,731222.625000,5.625000,0.130525,0.086167,0.000067,0.000829
6/1/2002 16:00,5.666667,731222.666667,5.666667,0.130601,0.086185,0.000054,0.000835
6/1/2002 17:00,5.708333,731222.708333,5.708333,0.130641,0.086202,0.000045,0.000841
6/1/2002 18:00,5.750000,731222.750000,5.750000,0.130688,0.086215,0.000037,0.000847
6/1/2002 19:00,5.791667,731222.791667,5.791667,0.130762,0.086228,0.000032,0.000853
6/1/2002 20:00,5.833333,731222.833333,5.833333,0.130858,0.086244,0.000028,0.000859
6/1/2002 21:00,5.875000,731222.875000,5.875000,0.130957,0.086258,0.000025,0.000865
6/1/2002 22:00,5.916667,731222.916667,5.916667,0.131058,0.086277,0.000024,0.000872
6/1/2002 23:00,5.958333,731222.958333,5.958333,0.131185,0.086295,0.000022,0.000878
7/1/2002  0:00,6.000000,731223.000000,6.000000,0.131284,0.086306,0.000022,0.000884
7/1/2002  1:00,6.041667,731223.041667,6.041667,0.131344,0.086315,0.000022,0.000891
7/1/2002  2:00,6.083333,731223.083333,6.083333,0.131378,0.086326,0.000021,0.000897
7/1/2002  3:00,6.125000,731223.125000,6.125000,0.131396,0.086337,0.000022,0.000904
7/1/2002  4:00,6.166667,731223.166667,6.166667,0.131403,0.086344,0.000022,0.000910
7/1/2002  5:00,6.208333,731223.208333,6.208333,0.131400,0.086351,0.000022,0.000917
7/1/2002  6:00,6.250000,731223.250000,6.250000,0.131393,0.086355,0.000022,0.000924
7/1/2002  7:00,6.291667,731223.291667,6.291667,0.131386,0.086362,0.000022,0.000931
7/1/2002  8:00,6.333333,731223.333333,6.333333,0.131387,0.086365,0.000022,0.000938
7/1/2002  9:00,6.375000,731223.375000,6.375000,0.131397,0.086367,0.000023,0.000944
7/1/2002 10:00,6.416667,731223.416667,6.416667,0.131422,0.086368,0.000023,0.000951
7/1/2002 11:00,6.458333,731223.458333,6.458333,0.131463,0.086370,0.000024,0.000959
7/1/2002 12:00,6.500000,731223.500000,6.500000,0.131522,0.086371,0.000025,0.000966
7/1/2002 13:00,6.541667,731223.541667,6.541667,0.131599,0.086371,0.000026,0.000973
7/1/2002 14:00,6.583333,731223.583333,6.583333,0.131696,0.086370,0.000028,0.000980
7/1/2002 15:00,6.625000,731223.625000,6.625000,0.131814,0.086371,0.000030,0.000987
7/1/2002 16:00,6.666667,731223.666667,6.666667,0.131953,0.086372,0.000031,0.000994
7/1/2002 17:00,6.708333,731223.708333,6.708333,0.132114,0.086374,0.000033,0.001001
7/1/2002 18:00,6.750000,731223.750000,6.750000,0.132296,0.086374,0.000035,0.001008
7/1/2002 19:00,6.791667,731223.791667,6.791667,0.132501,0.086373,0.000037,0.001016
7/1/2002 20:00,6.833333,731223.833333,6.833333,0.132723,0.086370,0.000039,0.001023
7/1/2002 21:00,6.875000,731223.875000,6.875000,0.132962,0.086366,0.000040,0.001030
7/1/2002 22:00,6.916667,731223.916667,6.916667,0.133216,0.086361,0.000041,0.001037
7/1/2002 23:00,6.958333,731223.958333,6.958333,0.133482,0.086357,0.000042,0.001044
8/1/2002  0:00,7.000000,731224.000000,7.000000,0.133758,0.086352,0.000042,0.001052
8/1/2002  1:00,7.041667,731224.041667,7.041667,0.134042,0.086348,0.000043,0.001059
8/1/2002  2:00,7.083333,731224.083333,7.083333,0.134330,0.086344,0.000042,0.001067
8/1/2002  3:00,7.125000,731224.125000,7.125000,0.134622,0.086342,0.000042,0.001074
8/1/2002  4:00,7.166667,731224.166667,7.166667,0.134914,0.086342,0.000041,0.001082
8/1/2002  5:00,7.208333,731224.208333,7.208333,0.135205,0.086340,0.000039,0.001090
8/1/2002  6:00,7.250000,731224.250000,7.250000,0.135494,0.086337,0.000038,0.001098
8/1/2002  7:00,7.291667,731224.291667,7.291667,0.135780,0.086334,0.000036,0.001106
8/1/2002  8:00,7.333333,731224.333333,7.333333,0.136061,0.086330,0.000034,0.001114
8/1/2002  9:00,7.375000,731224.375000,7.375000,0.136339,0.086324,0.000032,0.001122
8/1/2002 10:00,7.416667,731224.416667,7.416667,0.136612,0.086318,0.000030,0.001131
8/1/2002 11:00,7.458333,731224.458333,7.458333,0.136882,0.086312,0.000028,0.001140
8/1/2002 12:00,7.500000,731224.500000,7.500000,0.137150,0.086306,0.000026,0.001149
8/1/2002 13:00,7.541667,731224.541667,7.541667,0.137415,0.086301,0.000024,0.001157
8/1/2002 14:00,7.583333,731224.583333,7.583333,0.137680,0.086293,0.000023,0.001166
8/1/2002 15:00,7.625000,731224.625000,7.625000,0.144931,0.086292,0.000057,0.001933
8/1/2002 16:00,7.666667,731224.666667,7.666667,0.146151,0.086286,0.000111,0.001375
8/1/2002 17:00,7.708333,731224.708333,7.708333,0.144919,0.086282,0.000134,0.001379
8/1/2002 18:00,7.750000,731224.750000,7.750000,0.144356,0.086280,0.000142,0.001382
8/1/2002 19:00,7.791667,731224.791667,7.791667,0.143252,0.086275,0.000152,0.001386
8/1/2002 20:00,7.833333,731224.833333,7.833333,0.144475,0.086272,0.000183,0.001626
8/1/2002 21:00,7.875000,731224.875000,7.875000,0.149549,0.086272,0.000246,0.001957
8/1/2002 22:00,7.916667,731224.916667,7.916667,0.153576,0.086271,0.000305,0.001846
8/1/2002 23:00,7.958333,731224.958333,7.958333,0.154416,0.086270,0.000324,0.001643
9/1/2002  0:00,8.000000,731225.000000,8.000000,0.153802,0.086270,0.000318,0.001638
9/1/2002  1:00,8.041667,731225.041667,8.041667,0.152459,0.086269,0.000315,0.001633
9/1/2002  2:00,8.083333,731225.083333,8.083333,0.151531,0.086268,0.000322,0.001630
9/1/2002  3:00,8.125000,731225.125000,8.125000,0.152088,0.086266,0.000325,0.001626
9/1/2002  4:00,8.166667,731225.166667,8.166667,0.153749,0.086265,0.000315,0.001623
9/1/2002  5:00,8.208333,731225.208333,8.208333,0.155250,0.086263,0.000287,0.001621
9/1/2002  6:00,8.250000,731225.250000,8.250000,0.155862,0.086261,0.000252,0.001619
9/1/2002  7:00,8.291667,731225.291667,8.291667,0.155750,0.086259,0.000220,0.001617
9/1/2002  8:00,8.333333,731225.333333,8.333333,0.155374,0.086257,0.000195,0.001615
9/1/2002  9:00,8.375000,731225.375000,8.375000,0.155054,0.086255,0.000179,0.001614
9/1/2002 10:00,8.416667,731225.416667,8.416667,0.154904,0.086252,0.000168,0.001613
9/1/2002 11:00,8.458333,731225.458333,8.458333,0.154913,0.086249,0.000161,0.001612
9/1/2002 12:00,8.500000,731225.500000,8.500000,0.155029,0.086246,0.000157,0.001612
9/1/2002 13:00,8.541667,731225.541667,8.541667,0.155207,0.086245,0.000154,0.001612
9/1/2002 14:00,8.583333,731225.583333,8.583333,0.155418,0.086243,0.000153,0.001613
9/1/2002 15:00,8.625000,731225.625000,8.625000,0.155646,0.086240,0.000153,0.001613
9/1/2002 16:00,8.666667,731225.666667,8.666667,0.155883,0.086238,0.000152,0.001614
9/1/2002 17:00,8.708333,731225.708333,8.708333,0.156132,0.086235,0.000151,0.001616
9/1/2002 18:00,8.750000,731225.750000,8.750000,0.156398,0.086233,0.000147,0.001617
9/1/2002 19:00,8.791667,731225.791667,8.791667,0.156663,0.086229,0.000143,0.001619
9/1/2002 20:00,8.833333,731225.833333,8.833333,0.156925,0.086226,0.000136,0.001621
9/1/2002 21:00,8.875000,731225.875000,8.875000,0.157184,0.086223,0.000129,0.001623
9/1/2002 22:00,8.916667,731225.916667,8.916667,0.157439,0.086219,0.000121,0.001626
9/1/2002 23:00,8.958333,731225.958333,8.958333,0.157686,0.086216,0.000113,0.001628
10/1/2002  0:00,9.000000,731226.000000,9.000000,0.157923,0.086213,0.000105,0.001631
10/1/2002  1:00,9.041667,731226.041667,9.041667,0.158148,0.086210,0.000098,0.001633
10/1/2002  2:00,9.083333,731226.083333,9.083333,0.158363,0.086206,0.000090,0.001636
10/1/2002  3:00,9.125000,731226.125000,9.125000,0.158568,0.086203,0.000083,0.001639
10/1/2002  4:00,9.166667,731226.166667,9.166667,0.158766,0.086200,0.000077,0.001642
10/1/2002  5:00,9.208333,731226.208333,9.208333,0.160026,0.086197,0.000084,0.001791
10/1/2002  6:00,9.250000,731226.250000,9.250000,0.160400,0.086193,0.000082,0.001684
10/1/2002  7:00,9.291667,731226.291667,9.291667,0.160455,0.086189,0.000079,0.001686
10/1/2002  8:00,9.333333,731226.333333,9.333333,0.160508,0.086186,0.000079,0.001689
10/1/2002  9:00,9.375000,731226.375000,9.375000,0.160499,0.086183,0.000080,0.001691
10/1/2002 10:00,9.416667,731226.416667,9.416667,0.160643,0.086180,0.000081,0.001693
10/1/2002 11:00,9.458333,731226.458333,9.458333,0.161059,0.086177,0.000082,0.001696
10/1/2002 12:00,9.500000,731226.500000,9.500000,0.161567,0.086174,0.000081,0.001699
10/1/2002 13:00,9.541667,731226.541667,9.541667,0.161957,0.086171,0.000077,0.001701
10/1/2002 14:00,9.583333,731226.583333,9.583333,0.162190,0.086168,0.000073,0.001704
10/1/2002 15:00,9.625000,731226.625000,9.625000,0.162336,0.086165,0.000069,0.001707
10/1/2002 16:00,9.666667,731226.666667,9.666667,0.162471,0.086161,0.000066,0.001710
10/1/2002 17:00,9.708333,731226.708333,9.708333,0.162649,0.086158,0.000064,0.001714
10/1/2002 18:00,9.750000,731226.750000,9.750000,0.162868,0.086155,0.000063,0.001717
10/1/2002 19:00,9.791667,731226.791667,9.791667,0.163118,0.086151,0.000062,0.001720
10/1/2002 20:00,9.833333,731226.833333,9.833333,0.163393,0.086148,0.000062,0.001723
10/1/2002 21:00,9.875000,731226.875000,9.875000,0.163679,0.086145,0.000063,0.001727
10/1/2002 22:00,9.916667,731226.916667,9.916667,0.163961,0.086142,0.000063,0.001730
10/1/2002 23:00,9.958333,731226.958333,9.958333,0.164228,0.086137,0.000063,0.001734
11/1/2002  0:00,10.000000,731227.000000,10.000000,0.164475,0.086133,0.000064,0.001738
11/1/2002  1:00,10.041667,731227.041667,10.041667,0.164705,0.086129,0.000064,0.001741
11/1/2002  2:00,10.083333,731227.083333,10.083333,0.164920,0.086126,0.000063,0.001745
11/1/2002  3:00,10.125000,731227.125000,10.125000,0.166215,0.086122,0.000076,0.001908
11/1/2002  4:00,10.166667,731227.166667,10.166667,0.166617,0.086118,0.000077,0.001793
11/1/2002  5:00,10.208333,731227.208333,10.208333,0.166717,0.086114,0.000078,0.001795
11/1/2002  6:00,10.250000,731227.250000,10.250000,0.166728,0.086111,0.000081,0.001798
11/1/2002  7:00,10.291667,731227.291667,10.291667,0.166682,0.086108,0.000085,0.001801
11/1/2002  8:00,10.333333,731227.333333,10.333333,0.167924,0.086106,0.000102,0.001968
11/1/2002  9:00,10.375000,731227.375000,10.375000,0.168545,0.086102,0.000105,0.001848
11/1/2002 10:00,10.416667,731227.416667,10.416667,0.168909,0.086099,0.000106,0.001850
11/1/2002 11:00,10.458333,731227.458333,10.458333,0.169030,0.086097,0.000106,0.001852
11/1/2002 12:00,10.500000,731227.500000,10.500000,0.168939,0.086094,0.000106,0.001854
11/1/2002 13:00,10.541667,731227.541667,10.541667,0.168963,0.086091,0.000107,0.001856
11/1/2002 14:00,10.583333,731227.583333,10.583333,0.169237,0.086088,0.000106,0.001858
11/1/2002 15:00,10.625000,731227.625000,10.625000,0.169565,0.086085,0.000103,0.001860
11/1/2002 16:00,10.666667,731227.666667,10.666667,0.169770,0.086082,0.000099,0.001863
11/1/2002 17:00,10.708333,731227.708333,10.708333,0.169849,0.086079,0.000094,0.001865
11/1/2002 18:00,10.750000,731227.750000,10.750000,0.169865,0.086076,0.000090,0.001867
11/1/2002 19:00,10.791667,731227.791667,10.791667,0.169882,0.086073,0.000088,0.001869
11/1/2002 20:00,10.833333,731227.833333,10.833333,0.169935,0.086070,0.000087,0.001872
11/1/2002 21:00,10.875000,731227.875000,10.875000,0.170029,0.086068,0.000086,0.001874
11/1/2002 22:00,10.916667,731227.916667,10.916667,0.170153,0.086065,0.000085,0.001876
11/1/2002 23:00,10.958333,731227.958333,10.958333,0.170294,0.086063,0.000084,0.001879
12/1/2002  0:00,11.000000,731228.000000,11.000000,0.170445,0.086061,0.000083,0.001881
12/1/2002  1:00,11.041667,731228.041667,11.041667,0.170601,0.086058,0.000082,0.001884
12/1/2002  2:00,11.083333,731228.083333,11.083333,0.170759,0.086057,0.000081,0.001887
12/1/2002  3:00,11.125000,731228.125000,11.125000,0.170920,0.086053,0.000079,0.001889
12/1/2002  4:00,11.166667,731228.166667,11.166667,0.171083,0.086051,0.000077,0.001892
12/1/2002  5:00,11.208333,731228.208333,11.208333,0.171250,0.086048,0.000074,0.001895
12/1/2002  6:00,11.250000,731228.250000,11.250000,0.171419,0.086045,0.000072,0.001898
12/1/2002  7:00,11.291667,731228.291667,11.291667,0.171592,0.086042,0.000069,0.001901
12/1/2002  8:00,11.333333,731228.333333,11.333333,0.171767,0.086039,0.000066,0.001904
12/1/2002  9:00,11.375000,731228.375000,11.375000,0.171945,0.086037,0.000063,0.001907
12/1/2002 10:00,11.416667,731228.416667,11.416667,0.172124,0.086034,0.000060,0.001910
12/1/2002 11:00,11.458333,731228.458333,11.458333,0.172305,0.086031,0.000057,0.001914
12/1/2002 12:00,11.500000,731228.500000,11.500000,0.172485,0.086028,0.000054,0.001917
12/1/2002 13:00,11.541667,731228.541667,11.541667,0.176087,0.086028,0.000095,0.002456
12/1/2002 14:00,11.583333,731228.583333,11.583333,0.190365,0.086047,0.000310,0.004407
12/1/2002 15:00,11.625000,731228.625000,11.625000,0.210760,0.086082,0.000734,0.006431
12/1/2002 16:00,11.666667,731228.666667,11.666667,0.230109,0.086143,0.001347,0.007866
12/1/2002 17:00,11.708333,731228.708333,11.708333,0.233547,0.086132,0.001748,0.006285
12/1/2002 18:00,11.750000,731228.750000,11.750000,0.231271,0.086167,0.001973,0.005530
12/1/2002 19:00,11.791667,731228.791667,11.791667,0.232482,0.086198,0.002188,0.005211
12/1/2002 20:00,11.833333,731228.833333,11.833333,0.240523,0.086222,0.002318,0.004802
12/1/2002 21:00,11.875000,731228.875000,11.875000,0.248806,0.086241,0.002292,0.004698
12/1/2002 22:00,11.916667,731228.916667,11.916667,0.249538,0.086261,0.002103,0.004607
12/1/2002 23:00,11.958333,731228.958333,11.958333,0.244793,0.086275,0.001881,0.004526
13/1/2002  0:00,12.000000,731229.000000,12.000000,0.240034,0.086285,0.001760,0.004815
13/1/2002  1:00,12.041667,731229.041667,12.041667,0.234619,0.086292,0.001618,0.004479
13/1/2002  2:00,12.083333,731229.083333,12.083333,0.238816,0.086313,0.001815,0.006638
13/1/2002  3:00,12.125000,731229.125000,12.125000,0.242818,0.086320,0.001961,0.006481
13/1/2002  4:00,12.166667,731229.166667,12.166667,0.241364,0.086328,0.001897,0.005210
13/1/2002  5:00,12.208333,731229.208333,12.208333,0.241678,0.086340,0.001999,0.005533
13/1/2002  6:00,12.250000,731229.250000,12.250000,0.242860,0.086348,0.002043,0.005150
13/1/2002  7:00,12.291667,731229.291667,12.291667,0.246286,0.086356,0.002052,0.005076
13/1/2002  8:00,12.333333,731229.333333,12.333333,0.249553,0.086362,0.001978,0.005007
